DCID	Label	Drugs	Target
DC002758	N	valproic acid|olanzapine	ADRA2A|CHRM3|CHRM1|HTR6|CHRM4|CHRM2|HTR2C|HTR1A|DRD2|DRD3|CHRM5|HDAC9|HTR2A|DRD5|HTR3A|ALDH5A1|HRH1|OGDH|HTR1B|ADRA2B|DRD4|ADRA1A|ACADSB|HTR7|ADRA2C|DRD1|ADRA1B|HTR1E|HTR1D|ABAT
DC002765	N	docetaxel|prednisone	MAP4|MAP2|BCL2|NR3C1|MAPT|TUBB1|HSD11B1
DC002772	N	fulvestrant|gefitinib	ESR1|EGFR
DC002774	N	methylprednisolone|vasopressin|epinephrine	ADRA2B|ADRB2|AVPR2|AVPR1B|AVPR1A|PAH|ADRB1|ADRA2A|ADRA1A|ADRA1B|ADRA1D|NR3C1
DC002777	N	exenatide|pioglitazone	GLP1R|PPARG
DC002096	P	dexamethasone|granisetron|prochlorperazine	ANXA1|NOS2|DRD2|NR3C1|HTR3A|NR0B1
DC002104	N	fludarabine|campath 1h|cyclophosphamide	C1QA|CD52|FCGR2A|FCGR2C|C1R|FCGR2B|C1QC|C1QB|FCGR3B|RRM1|DCK|POLA1|FCGR3A|FCGR1A
DC002122	N	rapamycin|anti-thymocyte globulin|mycophenolate mofetil|tacrolimus	MR1|ITGAV|FCGR2B|CD86|IMPDH2|FKBP1A|MTOR|ITGAL|ITGB3|IMPDH1|CD1A|ITGB1|CD4|FGF2
DC002126	N	diclofenac|tanezumab	KCNQ2|NGF|PTGS1|PLA2G2A|ASIC1|SCN4A|ALOX5|KCNQ3|PTGS2
DC002140	N	salbutamol|beclomethasone	NR3C1|ADRB1|ADRB2
DC002141	N	vorinostat|gemtuzumab ozogamicin	C1QA|FCGR2A|C1R|HDAC8|FCGR2C|FCGR2B|HDAC6|HDAC2|C1QC|C1QB|C1S|FCGR3B|CD33|HDAC3|HDAC1|FCGR3A|FCGR1A
DC002150	N	glimepiride|metformin|insulin glargine	IGF1R|KCNJ11|ABCC8|KCNJ1|INSR|PRKAB1
DC002154	N	azathioprine|methylprednisolone|infliximab	NR3C1|TNF|HPRT1
DC002155	N	clopidogrel|atorvastatin	DPP4|AHR|HMGCR|P2RY12
DC002178	N	vincristine|palifermin|cisplatin|ifosfamide|doxorubicin	TOP2A|NRP1|TUBA4A|FGFR1|TUBB|HSPG2|FGFR4|FGFR2|FGFR3
DC002181	N	norepinephrine|dobutamine	ADRA2B|ADRB2|ADRB3|PAH|ADRA2C|ADRB1|ADRA2A|ADRA1A|ADRA1B|ADRA1D
DC002186	N	octreotide|fluorouracil	SSTR1|SSTR2|TYMS|SSTR5
DC002202	N	beclomethasone|salmeterol	NR3C1|ADRB2
DC002205	N	gentamicin|levofloxacin	LRP2|TOP2A
DC002209	N	docetaxel|fluorouracil|leucovorin|oxaliplatin	MAP4|MAP2|TYMS|BCL2|MAPT|TUBB1
DC002220	N	fulvestrant|ganitumab	ESR1|IGF1R
DC002238	N	goserelin acetate|bicalutamide	AR|LHCGR|GNRHR
DC002240	P	docetaxel|recombinant human endostatin|epirubicin	MAP4|MAP2|TOP2A|ITGA5|CHD1|BCL2|ITGB1|MAPT|TUBB1
DC002248	N	aripiprazole|lithium	ADRA2A|IMPA2|CHRM3|CHRM1|HTR6|CHRM4|CHRM2|HTR2C|HTR1A|GSK3B|DRD2|DRD3|CHRM5|HTR2A|HTR3A|DRD5|HTR1B|HRH1|DRD4|ADRA2B|ADRA1A|HTR7|IMPA1|GRIA3|ADRA2C|DRD1|ADRA1B|HTR1E|HTR1D
DC002254	N	folic acid|metformin	FOLR3|FOLR2|PRKAB1
DC002264	N	exemestane|ganitumab	CYP19A1|IGF1R
DC002270	N	fluvastatin|ezetimibe	SOAT1|NPC1L1|ANPEP|HMGCR
DC002275	N	tetracycline|metronidazole|omeprazole|bismuth subcitrate potassium	ATP4A|PRNP
DC002282	N	moxifloxacin|pa-824|pyrazinamide	TOP2A
DC002327	N	carfilzomib|dexamethasone|lenalidomide	PTGS2|PSMB5|PSMB10|PSMB8|PSMB1|TNFSF11|PSMB2|NOS2|VEGFA|CDH5|NR3C1|ANXA1|NR0B1|CRBN|PSMB9
DC002342	N	cisplatin|bevacizumab|pemetrexed	C1QA|FCGR2B|FCGR2A|FCGR2C|C1R|ATIC|C1QC|C1QB|GART|TYMS|FCGR3B|VEGFA|DHFR|FCGR3A|FCGR1A
DC002364	N	chloroquine|lumefantrine|artemether	GSTA2|TLR9|TNF
DC002367	N	dexamethasone|bortezomib|lenalidomide|cyclophosphamide	PSMB5|PSMB1|PSMD1|TNFSF11|PSMB2|NOS2|VEGFA|PSMD2|CDH5|NR3C1|ANXA1|NR0B1|CRBN|PTGS2
DC002381	N	dexamethasone|ondansetron|casopitant	HTR1A|ANXA1|TACR1|NR0B1|NOS2|HTR3A|NR3C1|HTR4|OPRM1|HTR1B
DC002383	N	levofloxacin|ceftriaxone	TOP2A
DC002405	N	gemcitabine|erlotinib|oxaliplatin	TYMS|RRM1|NR1I2|EGFR|CMPK1
DC002411	N	sotatercept|dexamethasone|lenalidomide	FCN2|CRBN|TNFSF11|NOS2|VEGFA|CDH5|NR3C1|ANXA1|NR0B1|FCN3|PTGS2
DC002413	N	teprotumumab|erlotinib	NR1I2|EGFR|IGF1R
DC002423	P	paclitaxel|olaparib	MAP4|MAP2|PARP1|BCL2|PARP2|NR1I2|MAPT|TUBB1
DC002436	N	neratinib|paclitaxel	MAP4|MAP2|BCL2|ERBB2|NR1I2|MAPT|TUBB1
DC002437	N	prednisone|bleomycin sulfate|procarbazine|etoposide|doxorubicin	TOP2A|LIG1|LIG3|TOP2B|NR3C1|HSD11B1
DC002449	N	thymalfasin|ribavirin|peginterferon alfa-2a	ADK|ENPP1|NT5C2|IFNAR1|IMPDH1|IFNAR2
DC002454	N	lidocaine|chlorhexidine	SCN9A|SCN10A|EGFR|SCN5A
DC002470	N	letrozole|cetrorelix acetate	CYP19A1|LHCGR|GNRHR
DC002484	N	midazolam|zibotentan	GABRA5|GABRR1|GABRG3|GABRB1|GABRP|GABRG1|GABRR3|GABRA4|EDNRB|EDNRA|GABRA6|GABRQ|GABRR2|GABRB3|GABRG2|GABRE|GABRA3|GABRD|GABRA1|GABRB2|GABRA2
DC002485	N	rapamycin|abciximab	C1QA|FCGR2A|FCGR2C|C1R|VTN|FCGR2B|FGF2|FKBP1A|C1QC|MTOR|C1QB|ITGA2B|C1S|FCGR3B|ITGB3|FCGR3A|FCGR1A
DC002493	N	humalog|insulin glargine	INSR|IGF1R
DC002494	N	buserelin|pregnyl	LHCGR|FSHR|GNRHR
DC002499	N	canakinumab|metformin	IL1B|PRKAB1
DC002501	N	formoterol|salmeterol	ADRB2
DC002503	N	amoxicillin|moxifloxacin|esomeprazole	ATP4A|TOP2A
DC002505	N	rapamycin|campath 1h	C1QA|CD52|FCGR2A|C1R|FCGR2C|FCGR2B|FGF2|FKBP1A|C1QC|MTOR|C1QB|FCGR3B|FCGR3A|FCGR1A
DC003584	P	fluorouracil|epirubicin|paclitaxel|cyclophosphamide|bevacizumab	C1QA|MAP4|MAP2|FCGR2A|FCGR2B|FCGR2C|C1R|TOP2A|C1QC|C1QB|TYMS|CHD1|FCGR3B|VEGFA|BCL2|NR1I2|MAPT|TUBB1|FCGR3A|FCGR1A
DC003607	N	azacitidine|romiplostim	MPL|DNMT1
DC003611	N	boceprevir|ribavirin|peginterferon alfa-2b	ADK|ENPP1|NT5C2|IFNAR1|IMPDH1|IFNAR2
DC003619	N	gefitinib|simvastatin	HMGCR|EGFR|ITGB2
DC003645	N	midazolam|fentanyl	GABRA5|GABRR1|GABRG3|GABRB1|GABRP|GABRG1|GABRR3|GABRA4|GABRA6|GABRQ|GABRR2|GABRB3|GABRG2|OPRK1|OPRD1|GABRE|GABRA3|GABRD|GABRA1|GABRB2|GABRA2|OPRM1
DC003646	N	pyrimethamine|sulfadoxine|piperaquine	DHFR
DC003665	N	temozolomide|vorinostat	HDAC8|HDAC6|HDAC2|HDAC3|HDAC1
DC003675	N	methylprednisolone|methotrexate|infliximab	NR3C1|TNF|DHFR
DC003689	N	fenofibrate|lapaquistat acetate	PPARA
DC003692	N	laropiprant|rosuvastatin|niacin	NNMT|HMGCR|QPRT|HCAR3|HCAR2
DC003697	N	interferon alfa-2b|fotemustine|dacarbazine	PGD|POLA2|IFNAR1|TXNRD1|IFNAR2
DC003704	N	carboplatin|doxorubicin|trastuzumab	C1QA|FCGR2B|FCGR2A|C1R|FCGR2C|TOP2A|C1QC|C1QB|C1S|FCGR3B|ERBB2|EGFR|FCGR3A|FCGR1A
DC003707	N	duloxetine|escitalopram	SLC6A3|ADRA1A|SLC6A4|CHRM1|SLC6A2|HRH1
DC003717	N	interferon beta 1|atorvastatin	DPP4|HMGCR|AHR|IFNAR1|IFNAR2
DC003718	N	lapaquistat acetate|atorvastatin	DPP4|AHR|HMGCR
DC003734	N	basiliximab|tacrolimus|everolimus	C1QA|FCGR2B|FCGR2A|C1R|FCGR2C|FKBP1A|C1QC|MTOR|IL2RB|C1QB|C1S|FCGR3B|IL2RA|FCGR3A|FCGR1A
DC003737	N	clavulanate|furazolidone|esomeprazole|amoxicillin|bismuth potassium citrate	ATP4A
DC003746	N	clomifene|metformin	ESR1|PRKAB1
DC003750	N	efavirenz|tenofovir|emtricitabine|zidovudine|lamivudine	TERT
DC003752	N	rosuvastatin|lapaquistat acetate	HMGCR
DC003764	N	formoterol|omalizumab|salmeterol	ADRB2|MS4A2|FCER1A
DC003038	N	mepivacaine|fentanyl	OPRK1|SCN10A|OPRM1|OPRD1
DC003043	N	formoterol|fluticasone propionate	ADRB2|NR3C2|PLA2G4A|PGR|NR3C1
DC003052	N	phenylephrine|metoclopramide	ADRA1A|DRD2|ADRA1B|CHRM1|ADRA1D|HTR4
DC003062	N	leuprolide acetate|zoledronate	FDPS|GNRHR|GGPS1
DC003066	N	spironolactone|furosemide	AR|CA2|NR3C2|SLC12A1
DC003074	N	mannitol|furosemide	CA2|SLC12A1
DC003082	N	etoposide|filgrastim|aldesleukin|cyclophosphamide	ELANE|TOP2A|IL2RB|TOP2B|IL2RA|IL2RG|CSF3R
DC003089	N	rapamycin|tacrolimus	FKBP1A|MTOR|FGF2
DC003100	N	dihydroartemisinin|piperaquine|primaquine	KRT7|NQO2
DC003110	N	citalopram|fluoxetine	SLC6A4|CHRM1|HRH1|ADRA1A
DC003117	N	calcium|ibandronate|alfacalcidol	CALM1|COMP|CACNA1C|FDPS|TNNC2|CAST|S100B|ATP2C1|SPTBN1|VDR|CYP27B1|TNNC1
DC003132	N	lenalidomide|filgrastim|melphalan|cyclophosphamide	ELANE|PTGS2|TNFSF11|VEGFA|CDH5|CRBN|CSF3R
DC003139	N	tacrolimus|methotrexate	FKBP1A|DHFR
DC003148	N	everolimus|clopidogrel	P2RY12|MTOR
DC003152	N	artesunate|pyrimethamine|amodiaquine|sulfadoxine	HNMT|DHFR
DC003156	N	paroxetine|naltrexone|desipramine	ADRB2|ADRB1|SIGMAR1|CHRM3|SLC6A4|SMPD1|OPRK1|CHRM5|HTR2A|CHRM1|OPRD1|SLC6A2|ADRA1A|CHRM4|CHRM2|OPRM1|HRH1
DC003176	N	sargramostim|rituximab|campath 1h	C1QA|MS4A1|FCGR2A|C1R|FCGR2C|FCGR2B|CD52|PRG2|SDC2|C1QC|C1QB|C1S|FCGR3B|IL3RA|CSF2RB|CSF2RA|FCGR3A|FCGR1A
DC003186	N	paclitaxel|gemcitabine	MAP4|MAP2|TYMS|BCL2|RRM1|NR1I2|MAPT|CMPK1|TUBB1
DC003191	N	rapamycin|mycophenolate mofetil|tacrolimus	IMPDH2|FKBP1A|MTOR|IMPDH1|FGF2
DC003200	N	prednisolone|exenatide	NR3C1|GLP1R
DC003211	N	pravastatin|simvastatin	HMGCR|ITGB2
DC003215	N	fenofibrate|ezetimibe|atorvastatin	NPC1L1|DPP4|HMGCR|ANPEP|PPARA|AHR|SOAT1
DC003251	N	methoxsalen|bexarotene	RXRB|RXRG|RXRA
DC003252	N	phenylephrine|pseudoephedrine	SLC6A3|ADRB2|ADRB1|ADRA2A|SLC6A4|ADRA1A|ADRA1B|ADRA1D|SLC6A2
DC003262	N	cisplatin|cetuximab|vinorelbine	C1QA|FCGR2B|FCGR2A|C1R|FCGR2C|C1QC|C1QB|TUBB|C1S|FCGR3B|EGFR|FCGR3A|FCGR1A
DC003269	N	lixisenatide|metformin|insulin glargine	INSR|PRKAB1|GLP1R|IGF1R
DC003276	N	prednisone|thalidomide	PTGS2|CRBN|TNF|NFKB1|NR3C1|FGFR2|HSD11B1
DC003290	N	vitamin d|zoledronate	FDPS|GGPS1|VDR
DC003294	N	interferon alfa-2b|interferon gamma-1b|ribavirin	ADK|IFNGR2|ENPP1|NT5C2|IFNAR1|IMPDH1|IFNGR1|IFNAR2
DC003295	N	enoxaparin|warfarin|apixaban	F10|VKORC1|SERPINC1
DC003304	N	rebamipide|pantoprazole	ATP4A
DC003321	N	prednisone|cyclophosphamide|vincristine|obinutuzumab|doxorubicin	MS4A1|TOP2A|TUBA4A|TUBB|NR3C1|HSD11B1
DC003324	N	carboplatin|bevacizumab|gemcitabine	C1QA|FCGR2B|FCGR2A|FCGR2C|C1R|C1QC|C1QB|TYMS|FCGR3B|VEGFA|RRM1|CMPK1|FCGR3A|FCGR1A
DC003325	N	cisplatin|pemetrexed	ATIC|DHFR|GART|TYMS
DC003331	N	prednisone|levofloxacin	NR3C1|TOP2A|HSD11B1
DC003335	N	pertuzumab|trastuzumab	C1QA|FCGR2B|FCGR2A|C1R|FCGR2C|C1QC|C1QB|C1S|FCGR3B|ERBB2|EGFR|FCGR3A|FCGR1A
DC003345	N	pyrimethamine|sulfadoxine|primaquine	KRT7|DHFR|NQO2
DC003351	N	captopril|irbesartan	MMP2|ACE|MMP9|AGTR1|JUN
DC003362	N	prednisolone|azathioprine	NR3C1|HPRT1
DC003363	N	lapatinib|paclitaxel|trastuzumab	C1QA|MAP2|MAP4|FCGR2A|C1R|FCGR2C|FCGR2B|C1QC|C1QB|C1S|FCGR3B|BCL2|ERBB2|NR1I2|MAPT|EGFR|TUBB1|FCGR3A|FCGR1A
DC003376	N	azacitidine|lenalidomide	TNFSF11|VEGFA|CDH5|DNMT1|CRBN|PTGS2
DC003382	N	hydromorphone|oxycodone	OPRK1|OPRM1|OPRD1
DC003385	N	leuprolide acetate|estradiol	NR1I2|ESR2|GNRHR|ESR1
DC003395	N	propranolol|etodolac	HTR1A|ADRB2|ADRB3|PTGS1|ADRB1|RXRA|HTR1B|PTGS2
DC003407	N	cisplatin|erlotinib	NR1I2|EGFR
DC003418	N	prednisolone|enbrel|methotrexate	C1QA|FCGR2B|FCGR2A|C1R|FCGR2C|C1QC|C1QB|LTA|C1S|FCGR3B|TNF|DHFR|NR3C1|TNFRSF1B|FCGR3A|FCGR1A
DC003422	N	cisplatin|fluorouracil	TYMS
DC003423	N	ketorolac|morphine|ropivacaine	PTGS1|OPRK1|OPRD1|SCN10A|OPRM1|PTGS2
DC003425	N	lixisenatide|metformin	GLP1R|PRKAB1
DC003435	N	formoterol|tiotropium	ADRB2|CHRM1|CHRM2|CHRM3
DC003440	N	valsartan|pravastatin	HMGCR|AGTR1
DC003443	N	cisplatin|topotecan|bevacizumab	C1QA|FCGR2B|FCGR2A|FCGR2C|C1R|TOP1|C1QC|C1QB|FCGR3B|VEGFA|TOP1MT|FCGR3A|FCGR1A
DC003477	N	rituximab|chlorambucil	C1QA|MS4A1|FCGR2A|C1R|FCGR2C|FCGR2B|C1QC|C1QB|C1S|FCGR3B|FCGR3A|FCGR1A
DC003492	N	fludarabine|ofatumumab|cyclophosphamide	POLA1|MS4A1|RRM1|DCK
DC003505	N	prednisone|mycophenolate mofetil|tacrolimus	IMPDH2|FKBP1A|IMPDH1|NR3C1|HSD11B1
DC003509	N	cilostazol|clopidogrel|aspirin	AKR1C1|PTGS1|PDE3A|P2RY12|PTGS2
DC003521	N	isoniazid|trimethoprim|sulfamethoxazole	DHFR|TYMS
DC003554	N	metformin|insulin glargine	INSR|PRKAB1|IGF1R
DC003559	N	vitamin d|teriparatide|calcium carbonate	PTH1R|VDR
DC003566	N	bortezomib|idarubicin	PSMB5|TOP2A|PSMB1|PSMB2|PSMD2|PSMD1
DC003577	P	goserelin acetate|anastrozole	CYP19A1|LHCGR|GNRHR
DC003578	N	heparin|abciximab	C1QA|FCGR2A|SERPINC1|C1R|VTN|FCGR2C|FCGR2B|SELP|C1QC|C1QB|ITGA2B|C1S|FCGR3B|F10|ITGB3|FCGR3A|FCGR1A
DC004250	N	prednisone|mycophenolate mofetil|methylprednisolone|rituximab	C1QA|FCGR1A|MS4A1|FCGR2A|C1R|FCGR2C|FCGR2B|IMPDH2|C1QC|C1QB|C1S|FCGR3B|IMPDH1|NR3C1|FCGR3A|HSD11B1
DC004263	N	telmisartan|clopidogrel	P2RY12|AGTR1|PPARG
DC004288	N	pyrimethamine|amodiaquine|sulfadoxine	HNMT|DHFR
DC004289	N	captopril|aliskiren	MMP2|MMP9|ACE|REN
DC004307	N	terbutaline|budesonide	NR3C1|ADRB2
DC004309	N	enoxaparin|rosuvastatin	F10|HMGCR|SERPINC1
DC004310	N	pioglitazone|citalopram|chlordiazepoxide	GABRA5|GABRR1|GABRG3|GABRB1|SLC6A4|GABRP|GABRG1|GABRR3|GABRA4|CHRM1|GABRA6|GABRQ|GABRR2|HRH1|GABRB3|GABRG2|ADRA1A|GABRE|GABRA3|GABRD|PPARG|GABRA1|GABRB2|GABRA2
DC004318	N	bupivacaine|hydromorphone	PTGER1|OPRK1|OPRD1|SCN10A|OPRM1
DC004327	N	danoprevir|ribavirin|peginterferon alfa-2a	ADK|ENPP1|NT5C2|IFNAR1|IMPDH1|IFNAR2
DC004345	N	prednisone|lenalidomide|melphalan|aspirin	PTGS2|AKR1C1|PTGS1|TNFSF11|VEGFA|CDH5|NR3C1|CRBN|HSD11B1
DC004362	N	carvedilol|enalapril	ADRB2|GJA1|NDUFC2|ACE|ADRB1|NPPB|ADRA1A|VEGFA|KCNH2|VCAM1
DC004366	N	lithium carbonate|fluoxetine|venlafaxine	SLC6A3|SLC6A2|SLC6A4
DC004534	N	drotrecogin alfa|enoxaparin	F8|SERPINA5|THBD|SERPINC1|CP|PROS1|SERPINE1|PROCR|F2|SERPINB6|F10|PF4|GGCX|F5
DC004575	N	lisinopril|losartan	ACE|ACE2|AGTR1
DC004578	P	capecitabine|sorafenib	BRAF|FGFR1|RAF1|FLT3|FLT4|RET|TYMS|KDR|PDGFRB|FLT1|KIT
DC004590	N	carboplatin|pemetrexed	ATIC|DHFR|GART|TYMS
DC004598	N	docetaxel|atrasentan|prednisone	MAP4|MAP2|EDNRA|BCL2|NR3C1|MAPT|TUBB1|HSD11B1
DC004601	N	octenidine|1-propanol	LYZ
DC004617	N	conivaptan|furosemide	AVPR2|CA2|SLC12A1|AVPR1A
DC004618	N	simvastatin|atorvastatin	DPP4|AHR|HMGCR|ITGB2
DC004637	N	prednisolone|mycophenolate acid|basiliximab|everolimus	C1QA|FCGR2B|FCGR2A|C1R|FCGR2C|IMPDH2|C1QC|C1QB|MTOR|IL2RB|C1S|FCGR3B|IL2RA|IMPDH1|NR3C1|FCGR3A|FCGR1A
DC004658	N	morphine|acetaminophen	PTGS1|OPRK1|OPRD1|OPRM1|PTGS2
DC004659	N	carbamazepine|nevirapine	SCN5A
DC004661	N	sulfonylurea|liraglutide	GLP1R|ABCC9|ABCC8
DC004679	N	docetaxel|carboplatin	MAP4|MAP2|BCL2|MAPT|TUBB1
DC004690	N	doxycycline|levonorgestrel|ethinyl estradiol	AR|ESR1|PGR|NR1I2|SRD5A1
DC004694	N	ketoconazole|colchicine	TUBB|TUBB1
DC004719	N	panitumumab|capecitabine|epirubicin|oxaliplatin	CHD1|TOP2A|EGFR|TYMS
DC004724	N	lmwh|warfarin	VKORC1
DC004727	N	dexamethasone|lenalidomide|cyclophosphamide	TNFSF11|NOS2|VEGFA|CDH5|NR3C1|ANXA1|NR0B1|CRBN|PTGS2
DC004736	N	goserelin acetate|bicalutamide|dutasteride|ketoconazole	GNRHR|AR|SRD5A2|LHCGR|SRD5A1
DC004751	N	ciprofloxacin|tobramycin	TOP2A
DC004769	N	follitropin beta|ribavirin|peginterferon alfa-2a	ADK|ENPP1|NT5C2|IFNAR1|FSHR|IMPDH1|IFNAR2
DC004379	N	nevirapine|zidovudine	TERT
DC004397	N	ibuprofen|telcagepant	PTGS2|THBD|PTGS1|PLAT|FABP2|BCL2|CALCRL|CFTR|PPARG
DC004406	N	ritonavir|colchicine	TUBB|TUBB1
DC004425	N	efavirenz|lamivudine|zidovudine	TERT
DC004428	N	pimecrolimus|cyclosporine|tacrolimus|everolimus	PPIA|FKBP1A|MTOR|CAMLG|PPP3R2
DC004458	N	candesartan|nifedipine	CALM1|CACNA1C|CACNA1H|CACNA1D|CACNA1S|CACNA2D1|CACNB2|KCNA1|AGTR1
DC004469	N	metformin|rosiglitazone|pioglitazone|dapagliflozin|glimepiride	KCNJ11|ABCC8|ACSL4|KCNJ1|PPARG|PRKAB1
DC004483	N	pioglitazone|aspirin	PTGS2|AKR1C1|PTGS1|PPARG
DC004523	N	arginine hydrochloride|vitamin d	ARG2|SLC7A3|NOS3|SLC7A1|VDR|ASS1|NOS2|ASL|SLC7A4
DC004527	N	clonidine|lidocaine|bupivacaine	ADRA2B|PTGER1|SCN9A|ADRA2C|ADRA2A|SCN5A|SCN10A|EGFR
DC003841	N	tetracycline|furazolidone|bismuth subsalicylate	PRNP
DC003851	N	cisplatin|vinorelbine	TUBB
DC003875	N	dipyridamole|telmisartan|aspirin	AKR1C1|PDE10A|ADA|PTGS1|PPARG|PDE4A|PDE5A|AGTR1|PTGS2
DC003896	N	boceprevir|epoetin-alpha|ribavirin|peginterferon alfa-2b	EPOR|ADK|ENPP1|NT5C2|IFNAR1|IMPDH1|IFNAR2
DC003897	N	fludarabine|rituximab|campath 1h	C1QA|FCGR1A|MS4A1|FCGR2A|C1R|FCGR2C|FCGR2B|CD52|C1QC|C1QB|C1S|FCGR3B|RRM1|DCK|FCGR3A|POLA1
DC003898	N	cisplatin|vincristine|ifosfamide|doxorubicin	TUBB|TUBA4A|TOP2A
DC003926	N	potassium oxonate|5-2,4-dihydroxypyrimidine|tegafur|oxaliplatin	TACR1|GSTA2|GRIN3A
DC003936	N	canagliflozin|metformin|sulfonylurea	ABCC8|SLC5A1|SLC5A2|ABCC9|PRKAB1
DC003937	N	insulin glulisine|insulin glargine	INSR|IGF1R
DC003938	N	docetaxel|aflibercept	MAP4|MAP2|TUBB1|PGF|VEGFA|BCL2|MAPT|VEGFB
DC003954	N	dexamethasone|lenalidomide|doxorubicin	TOP2A|TNFSF11|NOS2|VEGFA|CDH5|NR3C1|ANXA1|NR0B1|CRBN|PTGS2
DC003957	N	cabazitaxel|prednisone	NR3C1|TUBA4A|TUBB1|HSD11B1
DC003959	N	celecoxib|chenodeoxycholic acid	PDPK1|AKR1C2|PTGS2
DC003961	N	tegafur|sorafenib|uracil	UCKL1|BRAF|FGFR1|RAF1|FLT3|FLT4|GSTA2|RET|KDR|DPYD|PDGFRB|FLT1|KIT
DC003973	N	lopinavir|ritonavir|didanosine|zidovudine	TERT|PNP
DC003991	N	simvastatin|ezetimibe|atorvastatin	NPC1L1|DPP4|HMGCR|ANPEP|AHR|SOAT1|ITGB2
DC003997	N	efavirenz|isoniazid|pyrazinamide|rifampin|ethambutol|lamivudine	NR1I2
DC004000	N	olanzapine|aripiprazole|risperidoene|ziprasidone|quetiapine	ADRA2A|CHRM3|CHRM1|HTR6|CHRM4|CHRM2|HTR2C|HTR1A|DRD2|DRD3|CHRM5|HTR2A|HTR3A|DRD5|HTR1B|HRH1|DRD4|ADRA2B|ADRA1A|HTR7|ADRA2C|DRD1|ADRA1B|HTR1E|ADRA1D|HTR1D
DC004002	N	acamprosate|escitalopram	SLC6A3|GRM2|GRM3|GRM5|SLC6A4|ADRA1A|CHRM1|GRM1|SLC6A2|GRIN3A|HRH1
DC004005	N	insulin glargine|cholecalciferol	INSR|VDR|IGF1R
DC004024	N	trimethaphan|l-nmma acetate	CHRNA10
DC004025	N	somatropin|rosiglitazone	PRLR|GHR|ACSL4|PPARG
DC004030	N	belatacept|mycophenolate mofetil|tacrolimus|basiliximab	C1QA|FCGR2B|FCGR2A|C1R|FCGR2C|CD80|IMPDH2|CD86|FKBP1A|C1QC|C1QB|IL2RB|C1S|FCGR3B|IL2RA|IMPDH1|FCGR3A|FCGR1A
DC004047	N	colesevelam|metformin	PRKAB1
DC004053	N	didanosine|nevirapine|zidovudine	TERT|PNP
DC004057	N	vinblastine|bleomycin sulfate|rituximab|dacarbazine|doxorubicin	C1QA|PGD|FCGR3B|TUBE1|MS4A1|POLA2|LIG3|C1S|FCGR3A|FCGR1A|TUBG1|FCGR2A|TUBA1A|TUBB|TUBD1|JUN|FCGR2B|C1R|FCGR2C|TOP2A|C1QC|C1QB|LIG1
DC004060	N	artesunate|pyrimethamine|sulfadoxine	DHFR
DC004079	N	simeprevir|ribavirin|peginterferon alfa-2a	ADK|ENPP1|NT5C2|IFNAR1|IMPDH1|IFNAR2
DC004097	N	telaprevir|ribavirin|peginterferon alfa-2a	ADK|ENPP1|NT5C2|IFNAR1|IMPDH1|IFNAR2
DC004112	N	conjugated estrogen|estradiol|progestrone	NR3C2|ESR2|ESR1|CYP17A1|PGR|NR1I2
DC004136	N	docetaxel|vandetanib|oxaliplatin	MAP4|MAP2|PTK6|VEGFA|BCL2|TEK|MAPT|EGFR|TUBB1
DC004137	N	amoxicillin|metronidazole|clarithromycin|omeprazole	ATP4A
DC004149	N	rivastigmine|memantine	GRIN2B|BCHE|GRIN2A|HTR3A|GRIN3A|ACHE|CHRFAM7A
DC004156	N	tacrolimus|campath 1h	C1QA|CD52|FCGR2A|C1R|FCGR2C|FCGR2B|FKBP1A|C1QC|C1QB|FCGR3B|FCGR3A|FCGR1A
DC004164	N	etoposide|carboplatin	TOP2B|TOP2A
DC004170	N	propranolol|losartan	HTR1A|ADRB2|ADRB3|ADRB1|HTR1B|AGTR1
DC004178	N	cytarabine|midostaurin|daunorubicin	TOP2B|POLB|TOP2A
DC004187	N	olanzapine|ziprasidone|quetiapine	ADRA2A|CHRM3|CHRM1|HTR6|CHRM4|CHRM2|HTR2C|HTR1A|DRD2|DRD3|CHRM5|HTR2A|HTR3A|DRD5|HTR1B|HRH1|DRD4|ADRA2B|ADRA1A|HTR7|ADRA2C|DRD1|ADRA1B|HTR1E|ADRA1D|HTR1D
DC004193	N	prednisone|rituximab	C1QA|FCGR1A|MS4A1|FCGR2A|C1R|FCGR2C|FCGR2B|C1QC|C1QB|C1S|FCGR3B|NR3C1|FCGR3A|HSD11B1
DC004198	N	nicorandil|adenosine	ADORA1|ADORA2B|ADORA3|GUCY2C|ADORA2A
DC004205	N	efavirenz|didanosine|zidovudine	TERT|PNP
DC005421	N	enbrel|levofloxacin	C1QA|FCGR2A|TOP2A|C1R|FCGR2C|FCGR2B|C1QC|C1QB|LTA|C1S|FCGR3B|TNF|TNFRSF1B|FCGR3A|FCGR1A
DC005449	N	exenatide|insulin	IGF1R|RB1|PCSK2|IGFBP7|SYTL4|GLP1R|INSR|CPE|LRP2|PCSK1|NOV|IDE|CTSD
DC005463	N	prednisone|aprepitant|fexofenadine	TACR1|NR3C1|HRH1|HSD11B1
DC005467	N	spironolactone|metformin	AR|NR3C2|PRKAB1
DC005501	N	2-propanol|ethanol	ADH1A|GLRA2|GABRA1|ADH1C|GLRA1|GRIN3A|ADH1B
DC005521	N	acetaminophen|telcagepant	CALCRL|PTGS1|PTGS2
